id_geography,id_borough,zipcode,latitude,longitude
21518,2,10457,40.843148281661,-73.900253922366
19997,1,10025,40.801388139429,-73.961333824905
19817,1,10029,40.79629757504,-73.949613226314
4775,3,11215,40.676240555956,-73.983845236743
6098,3,11201,40.689815842146,-73.98140434252
6671,4,11435,40.696199622634,-73.804458000825
5543,3,11238,40.683554571653,-73.96719655849
16215,1,10036,40.75825992874,-73.985467647469
854,5,10305,40.598563936756,-74.079894487388
16603,4,11369,40.76004084826,-73.878348704814
2274,3,11219,40.632547395415,-73.994051777664
23056,3,11224,"",""
9522,4,11375,40.719208052264,-73.845100981906
3092,3,11220,40.643800563168,-74.01165342693
5742,4,11434,40.685860198436,-73.793592009741
12427,4,11004,40.738915701818,-73.700928057808
14385,1,10016,40.749506564548,-73.983098353126
4372,3,11216,40.671133908499,-73.950393077128
21220,2,10452,40.8351955943,-73.919773279133
749,3,11223,40.594632654194,-73.960928302463
2278,3,11204,40.63262326755,-73.983866644365
20149,2,10454,40.806128690929,-73.915838604999
20328,1,10027,40.810944195356,-73.958051719524
11203,1,10012,40.729391434692,-74.001006647563
9026,1,"",40.7163716,-73.9864788
17285,4,11358,40.762655128399,-73.785505235418
3145,3,11203,40.644856426709,-73.922561485745
16969,4,11354,40.761358818125,-73.831039869992
22490,1,10034,40.867494224968,-73.921726346618
8543,3,11211,40.713739031606,-73.945978491045
5950,3,11217,40.688083458079,-73.97890960556
838,3,11214,40.598295353666,-73.997608972912
22247,2,10468,40.86172225875,-73.897543430151
7584,4,11385,40.705765163664,-73.894299911482
8812,1,10013,40.714970389858,-73.99686167325
9648,1,10013,40.719823145948,-73.997092326151
12838,1,10011,40.741869040229,-74.004713006739
2471,3,11236,40.635119978114,-73.913886137614
5534,3,11233,40.683447848897,-73.935593869677
15475,1,10017,40.75521225579,-73.979061523713
14104,4,11372,40.748053420927,-73.879958671614
17267,1,10065,40.762579543827,-73.959789761872
10627,4,11432,40.726357353477,-73.789446892002
9103,3,11249,40.716906302465,-73.958727994707
6171,3,11201,40.690612141932,-73.983463116646
2502,3,11226,40.635461959982,-73.962806666785
8021,1,10038,40.709598521487,-74.009554890835
16309,1,10036,40.758782098419,-73.992354752911
13880,4,11372,40.747154383272,-73.892274289694
17522,4,11354,40.763691248051,-73.807959265524
22408,2,10467,40.865484349384,-73.864781440385
16146,4,11358,40.757952289569,-73.786412013969
19516,4,11357,40.786934576832,-73.808372253703
52,5,10309,40.523565303537,-74.239205152461
19777,1,10025,40.794927250924,-73.971587374188
3181,3,11219,40.645434167416,-73.994475837193
2358,3,11219,40.633752320524,-73.993421168472
13553,1,10001,40.745538680041,-73.993153852872
20254,1,10027,40.808965743978,-73.959472639147
16993,4,11361,40.761468620827,-73.761474940957
19353,1,10128,40.783606229458,-73.950496730836
2330,3,11209,40.633384273684,-74.026988912857
9749,4,11375,40.720432785979,-73.845520210667
3316,3,11226,40.648818655922,-73.964665899557
19978,1,10025,40.800928298588,-73.965332520076
982,3,11214,40.60184421269,-73.993665600805
6822,4,11435,40.698904597637,-73.806884362129
6343,3,11221,40.692514400408,-73.927348851405
247,5,10306,40.572153175602,-74.112942474015
1264,3,11234,40.609969984731,-73.922220342178
14503,1,10018,40.750020014447,-73.984365043628
22087,2,10453,40.855714341269,-73.901019445694
3843,3,11225,40.661450474514,-73.95072469913
9598,1,10013,40.71964461807,-74.005959633107
19296,1,10024,40.782566441625,-73.97875679084
6190,3,11201,40.690826232689,-73.98345224546
6102,3,11201,40.68985672822,-73.979720371884
1201,3,11223,40.608030664078,-73.972859310032
12304,1,10014,40.737669554092,-74.004673014982
16567,1,10022,40.759881205663,-73.967718329198
5192,4,11417,40.680186391041,-73.845707539922
6193,3,11205,40.690860096506,-73.955848590693
22109,2,10453,40.856131293851,-73.90073324095
20395,2,10465,40.813236109247,-73.822855117548
22020,2,10462,40.854454950943,-73.866220978931
21786,1,10033,40.849596840283,-73.936737244687
19733,1,10029,40.793370010398,-73.940413253622
10594,1,10009,40.726197029974,-73.97729920517
5456,3,11216,40.682732002865,-73.9537772123
22724,2,10467,40.878814163531,-73.873245063337
17073,1,10019,40.761854557498,-73.978980011477
3224,3,11236,40.646327023346,-73.903666367883
3576,4,11414,40.654974365702,-73.838849957521
14603,1,10001,40.750537083057,-73.99836502992
19394,1,10024,40.784291863123,-73.973783832856
2438,3,11209,40.634715623379,-74.026431001172
17665,4,11354,40.76429542641,-73.809805817569
22566,2,10468,40.869953129347,-73.903214602108
4505,3,11208,40.673193085105,-73.870403669679
21323,1,10032,40.837553125871,-73.942306988991
16807,4,11106,40.760727102605,-73.922769179643
3747,3,11212,40.659564460566,-73.916864022863
4832,4,11420,40.676777854118,-73.823233398682
20956,1,10031,40.828432766425,-73.948970898181
6775,4,11433,40.698026184674,-73.802007510124
14976,4,11377,40.752475199788,-73.896856698781
3534,3,11226,40.653158110377,-73.949837075874
8915,1,10013,40.715601489743,-74.007416621995
18830,1,10028,40.775281106431,-73.95657589237
11276,1,10012,40.729748256599,-74.000681926208
18400,4,11354,40.769658810731,-73.834693968308
14446,1,10001,40.749784577872,-73.98981132846
11465,1,10003,40.730777456829,-73.995486227972
8814,4,11375,40.714973720179,-73.83205611952
23056,2,10458,"",""
5839,3,11201,40.686918462552,-73.990343804873
2428,3,11209,40.634636010542,-74.026492219041
14836,1,10017,40.751801968329,-73.97287630343
1262,3,11234,40.609928854538,-73.922281617072
19248,1,10023,40.781276835876,-73.981212601038
16596,1,10036,40.760005931921,-73.98842723593
13485,1,10016,40.745208950706,-73.972453145906
22871,2,10463,40.886028908603,-73.909870952705
5624,3,11233,40.684374657127,-73.929362473995
4917,3,11213,40.677592263741,-73.933876240094
1578,3,11209,40.617778497392,-74.033365322226
3329,3,11220,40.649257048332,-74.012948113952
5887,3,11201,40.687267028868,-73.990109379303
9698,1,10002,40.720110803137,-73.988463050518
18528,1,10021,40.771192500921,-73.959531818288
19578,4,11357,40.788534746783,-73.815052112652
1183,3,11214,40.607666060032,-74.002114052204
19263,4,11356,40.781662983835,-73.829973484923
15385,4,11372,40.754687183303,-73.893528971987
5855,4,11419,40.687063452993,-73.822044970996
2217,3,11209,40.631499708838,-74.021821814207
6785,3,11237,40.698200356744,-73.921348856751
1164,3,11223,40.606795672257,-73.963557385168
6301,3,11205,40.69204867494,-73.963957756723
3243,3,11218,40.646714938618,-73.970032730585
7648,1,10006,40.706436231226,-74.0127897431
10376,3,11222,40.724792990358,-73.947654341651
8617,3,11211,40.714085658803,-73.961543383051
13640,1,10011,40.745972556589,-74.000137140375
7150,3,11237,40.702135144446,-73.91577203594
3458,3,11226,40.651390379139,-73.949625784635
20324,1,10027,40.810857068175,-73.952795602284
11373,1,10003,40.730191710925,-73.983409959419
7301,3,11201,40.703263653864,-73.991225054059
11433,1,10003,40.730548723387,-73.984802604029
12489,1,10014,40.739401446475,-74.0058387147
2787,3,11220,40.639178833592,-74.005026407001
2201,3,11236,40.631195582958,-73.9185207266
3451,3,11203,40.651331418124,-73.946706736237
8196,3,11211,40.710985387646,-73.950648262141
9600,1,10013,40.719650143157,-73.99476908673
1202,5,10314,40.608078102502,-74.162260908042
23056,0,11249,"",""
542,5,10305,40.586274422657,-74.092297147357
5554,3,11238,40.683623276266,-73.967495786883
446,3,11235,40.581233405078,-73.963369785858
13886,1,10011,40.747185703077,-74.002963008056
11917,4,11375,40.734187599668,-73.850240359111
23014,2,10470,40.902792741807,-73.850926147492
18888,4,11354,40.775926340086,-73.824438705866
6837,3,11237,40.699032558055,-73.914430780565
19091,4,11105,40.778579367406,-73.901705041774
2973,3,11203,40.641775666002,-73.929328471232
18781,4,11105,40.774935745595,-73.913704637949
17873,1,10019,40.765213667817,-73.976538584534
3507,3,11203,40.652393281155,-73.926243073774
16573,4,11354,40.759900782138,-73.828805555368
18106,1,10021,40.766890423263,-73.95667163668
15609,1,10036,40.755702020307,-73.987207980138
10018,1,10002,40.721932978718,-73.98539262331
6810,3,11237,40.698750262888,-73.918776847566
17826,4,11361,40.765068694231,-73.771750523467
5286,2,"",40.6808226,-73.9944676
22329,2,10467,40.863596229165,-73.864998601074
14501,1,10121,40.750009774218,-73.991345194031
7863,4,11415,40.708074116537,-73.827027510395
19611,1,10029,40.789708549853,-73.946039396454
15268,1,10017,40.754026849301,-73.968493587883
5773,3,11217,40.686152142972,-73.98536443467
480,3,11235,40.583479132328,-73.950138024189
9647,1,10013,40.71982303519,-74.005818955227
17980,1,10019,40.765774816765,-73.983545463069
6854,3,11237,40.699254603923,-73.914055426764
22934,2,10471,40.890728652308,-73.897683010135
16858,4,11354,40.760954215526,-73.830279236955
1398,5,10314,40.612990430444,-74.130743216476
21803,2,10453,40.850116007472,-73.915967080475
22421,2,10458,40.865677571305,-73.88331039318
3154,3,11236,40.645005511141,-73.90216563321
14809,1,10017,40.751673998894,-73.97767668145
15704,4,11355,40.756040453799,-73.833594508216
4889,3,11216,40.677323126922,-73.949811619041
11785,1,10003,40.733124134612,-73.993483484828
17479,4,11354,40.763481578201,-73.828056283075
4554,4,11417,40.673972190265,-73.839694324674
6989,3,11206,40.700540953161,-73.94344665211
4038,4,11413,40.665444572668,-73.747066025894
15811,1,10022,40.756482854135,-73.966532447413
907,3,11214,40.599571260841,-73.98992076323
5106,3,11231,40.679521606288,-73.995331075305
946,5,10314,40.600402721596,-74.16292638555
10301,1,10012,40.72415703468,-73.99442599334
3069,3,11218,40.643381848671,-73.97806257985
10876,1,10003,40.727485993519,-73.988483416489
18270,4,11362,40.768459306778,-73.737474499503
14626,1,10001,40.750638602074,-74.003345738593
8046,1,10038,40.709815468922,-74.008119339196
21376,2,10452,40.839081270359,-73.914748688599
18966,1,10028,40.776948272526,-73.952426172216
8734,3,11249,40.714631887068,-73.961600782745
4191,3,11225,40.668389233062,-73.95062943466
19066,1,10023,40.77821635677,-73.980736853923
938,3,11223,40.600262524963,-73.985919890873
13858,4,11372,40.747039121901,-73.889408916451
5044,3,11238,40.67896708739,-73.963982880562
7715,1,10038,40.70707086897,-74.005190247084
20407,2,10454,40.813670229536,-73.922169221528
2723,5,10301,40.638207241841,-74.079369240348
19489,1,10024,40.786548503077,-73.975852138569
1408,5,10314,40.613084145792,-74.158667770005
16041,4,11106,40.757609367953,-73.93193395146
6191,3,11201,40.690848721459,-73.98766400364
22766,2,10467,40.880456223611,-73.881638943574
17806,1,10019,40.764984861451,-73.987834328857
15951,4,11106,40.757224636692,-73.931154678924
8541,1,10002,40.713737879423,-73.994091397933
9069,1,10002,40.716707639714,-73.992713119637
17564,1,10019,40.7638931,-73.9860259
9676,1,10002,40.719959983959,-73.98998545998
20431,1,10027,40.814529225873,-73.959144096096
18845,1,10028,40.775431820218,-73.955925892838
13472,1,10016,40.745120632959,-73.984496118648
18844,1,10028,40.775430865883,-73.953506818016
99,5,10312,40.541375418324,-74.177997323014
9761,4,11375,40.720490712496,-73.845732922968
1274,5,10305,40.610160088177,-74.063251074004
4489,3,11238,40.67295290953,-73.962814518795
3399,3,11226,40.650677883935,-73.952307539313
14787,4,11368,40.751592309972,-73.87067284564
15352,1,10169,40.75450075314,-73.975950427165
12651,1,10010,40.740504643605,-73.991086609991
1429,3,11204,40.613250048596,-73.980446076205
12132,1,"",40.73631659999999,-74.00265619999999
1725,3,11209,40.620750070624,-74.026836096018
18829,4,11105,40.775278359405,-73.909515950248
22575,2,10468,40.870601634501,-73.891744495974
20035,1,10026,40.802525955612,-73.950872706011
6352,3,11221,40.692565603329,-73.939937538115
22964,2,10466,40.893998172602,-73.857029791332
13973,1,10001,40.747467631286,-73.986278435409
2530,3,11220,40.635725427053,-74.011536716236
22774,2,10467,40.880869664297,-73.878043591196
12240,1,10011,40.737205743859,-73.996958050887
4931,3,11215,40.677766673033,-73.983999891476
14331,4,11372,40.749278255812,-73.88879524033
5018,3,11208,40.678722476786,-73.866841654682
358,5,10314,40.577141721981,-74.164064560974
4581,3,11208,40.67425029496,-73.870819794989
2618,3,11220,40.636724496523,-74.011843146845
12543,1,10014,40.739859935901,-74.002818336019
10045,1,"",40.7221373,-74.0097722
22875,2,10463,40.886141413758,-73.909834633612
804,3,11223,40.596941895616,-73.973584008937
7282,4,11432,40.703118600102,-73.800913942737
9955,1,10009,40.721471071064,-73.980154452848
2547,3,11218,40.63589066551,-73.974789942211
2114,5,10310,40.629547764266,-74.111869119763
22541,2,10458,40.869306788352,-73.889559125976
6282,3,11207,40.691903446014,-73.906218236603
18424,1,10021,40.76983745024,-73.954496337861
21175,2,10452,40.833940657613,-73.927125163086
10264,4,11378,40.723824754703,-73.899289545924
18005,1,10065,40.765969522515,-73.969336277115
9491,1,10002,40.719029313533,-73.987965404456
13569,4,11109,40.745607740454,-73.957161911357
20762,2,10451,40.823909742434,-73.912950759917
8312,1,10038,40.711890801265,-73.999570754526
12577,1,10016,40.740008051329,-73.9742884901
12645,4,11101,40.740477061985,-73.937638768593
21947,2,10453,40.853751527361,-73.907203737249
20111,1,10025,40.805064848224,-73.966052792085
22988,2,10466,40.898018912086,-73.854619255784
1438,3,"",40.6136033,-73.9631313
6456,3,11221,40.693407459248,-73.928956196135
7737,4,11432,40.707256447864,-73.789442533264
2881,3,11226,40.640505109754,-73.965974688516
10347,1,10009,40.724567402907,-73.981560566776
19691,1,10025,40.7923270003,-73.967897555661
20796,1,10031,40.824363606922,-73.951965781681
21010,2,10472,40.829462733825,-73.874745096359
9095,4,11429,40.716869311162,-73.735431083077
19428,1,10024,40.784916023812,-73.979160478858
8953,1,10013,40.715835005553,-73.997406337566
79,5,10312,40.536467520156,-74.151455449488
5042,3,11233,40.67896240843,-73.921609583997
18469,4,11357,40.770475360227,-73.835637831369
9961,4,11375,40.721515486206,-73.848522849915
3555,3,11226,40.654183012808,-73.959559821725
3275,3,11218,40.647695862684,-73.974302579248
9041,1,10013,40.716482800206,-73.999953104394
1397,3,11204,40.612987738798,-73.989515334813
17181,1,10019,40.762279485776,-73.976362739705
1500,3,11204,40.615598338935,-73.99375073575
12845,1,10011,40.741899325529,-74.000945488766
4127,4,11436,40.667218582039,-73.794122133857
8581,1,10007,40.714012180926,-74.008668149838
983,4,11691,40.601976882543,-73.753440163993
14759,4,11101,40.75141003094,-73.938714879837
15240,1,10018,40.753866018844,-73.989612185526
8051,3,11211,40.70983819953,-73.95094128127
1856,3,11219,40.624329642385,-73.997546796642
14428,4,11377,40.749709982479,-73.898542866596
3935,3,11215,40.663466443174,-73.984421454072
14578,1,10016,40.750458082592,-73.977742056099
1347,5,10314,40.612395360725,-74.175489735137
13359,1,10016,40.744481156357,-73.984893244416
4766,3,11215,40.676179547114,-73.979901200015
22471,1,10034,40.867117614101,-73.916983178547
17047,4,11358,40.76173544083,-73.803806409638
427,4,11694,40.580143851866,-73.837386023063
17242,1,10019,40.762484001304,-73.984618406252
11153,1,10003,40.729223493268,-73.989128955409
11120,1,10009,40.729062760323,-73.978304867787
16467,1,10022,40.759397285575,-73.975392760508
22217,1,10040,40.860745675104,-73.927023373399
2882,3,11220,40.640506425224,-74.015083125468
18292,4,11354,40.768638982005,-73.835544905646
14066,1,10001,40.747819056202,-73.987101227901
13822,4,11368,40.746861740153,-73.860169018499
7309,3,11201,40.703332228404,-73.990658802524
13154,1,10016,40.743459318157,-73.979783386973
3084,5,10301,40.643648725944,-74.077433503825
9203,4,11428,40.717552014212,-73.738696693074
